127.0.0.1 - - [31/May/2023:09:12:08 +0900] "GET / HTTP/1.1" 200 603
0:0:0:0:0:0:0:1 - - [31/May/2023:10:09:29 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2913
0:0:0:0:0:0:0:1 - - [31/May/2023:10:09:47 +0900] "POST /mem/login_auth HTTP/1.1" 200 2912
0:0:0:0:0:0:0:1 - - [31/May/2023:10:09:47 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2912
0:0:0:0:0:0:0:1 - - [31/May/2023:10:12:00 +0900] "POST /mem/login_auth HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [31/May/2023:10:12:00 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [31/May/2023:10:12:00 +0900] "GET /resources/img/user1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/May/2023:10:12:00 +0900] "GET /resources/img/banner.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/May/2023:10:13:08 +0900] "POST /mem/login_auth HTTP/1.1" 200 2923
0:0:0:0:0:0:0:1 - - [31/May/2023:10:13:08 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2923
0:0:0:0:0:0:0:1 - - [31/May/2023:10:13:28 +0900] "POST /mem/login_auth HTTP/1.1" 200 2931
0:0:0:0:0:0:0:1 - - [31/May/2023:10:13:28 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2931
127.0.0.1 - - [31/May/2023:10:14:08 +0900] "GET / HTTP/1.1" 200 1646
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:09 +0900] "GET / HTTP/1.1" 200 1646
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:09 +0900] "GET /dist/css/style.css HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:12 +0900] "GET /mem/login HTTP/1.1" 200 6321
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:15 +0900] "POST /mem/login_auth HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:15 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:21 +0900] "GET /brd/page HTTP/1.1" 200 4264
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:25 +0900] "GET /brd/detail?bno=124 HTTP/1.1" 200 2279
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:25 +0900] "GET /resources/board_detail.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:25 +0900] "GET /cmt/list/124 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:26 +0900] "GET /brd/modify?bno=124 HTTP/1.1" 200 839
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:26 +0900] "GET /_fileUpload/th_ HTTP/1.1" 404 826
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:31 +0900] "POST /brd/edit HTTP/1.1" 200 4335
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:31 +0900] "GET /_fileUpload/th_1685495671230_star.png HTTP/1.1" 200 1779
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:33 +0900] "GET / HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:34 +0900] "GET /dist/css/style.css HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:36 +0900] "GET /brd/page HTTP/1.1" 200 4335
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:36 +0900] "GET /_fileUpload/th_1685495671230_star.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:38 +0900] "GET /brd/detail?bno=124 HTTP/1.1" 200 2279
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:38 +0900] "GET /cmt/list/124 HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:39 +0900] "POST /cmt/post HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:41 +0900] "GET /cmt/list/124 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:45 +0900] "POST /cmt/modify HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:46 +0900] "GET /cmt/list/124 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:49 +0900] "GET / HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:49 +0900] "GET /dist/css/style.css HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:51 +0900] "GET / HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:51 +0900] "GET /dist/css/style.css HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:52 +0900] "POST /mem/modify HTTP/1.1" 200 6157
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:55 +0900] "POST /mem/edit HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:55 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:14:56 +0900] "POST /mem/modify HTTP/1.1" 200 6157
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:00 +0900] "GET / HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:00 +0900] "GET /dist/css/style.css HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:02 +0900] "GET /mem/logout HTTP/1.1" 200 1646
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:02 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 1646
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:11 +0900] "GET /mem/login HTTP/1.1" 200 6321
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:13 +0900] "POST /mem/login_auth HTTP/1.1" 200 2918
0:0:0:0:0:0:0:1 - - [31/May/2023:10:15:13 +0900] "GET /mem/dist/css/style.css HTTP/1.1" 200 2918
